Gene	Class
Dab2	DistalIntergenic
Dab2ip	DistalIntergenic
Dach1	DistalIntergenic
Dact1	DistalIntergenic
Dact2	DistalIntergenic
Dad1	DistalIntergenic
Dalir	DistalIntergenic
Dapk1	DistalIntergenic
Dapl1	DistalIntergenic
Dars	DistalIntergenic
Daw1	DistalIntergenic
Dazl	DistalIntergenic
Dbpht2	DistalIntergenic
Dcaf13	DistalIntergenic
Dcbld2	DistalIntergenic
Dcc	DistalIntergenic
Dcdc2c	DistalIntergenic
Dclre1a	DistalIntergenic
Dct	DistalIntergenic
Ddit4	DistalIntergenic
Ddr1	DistalIntergenic
Ddx1	DistalIntergenic
Ddx11	DistalIntergenic
Ddx18	DistalIntergenic
Defb41	DistalIntergenic
Defb44-ps	DistalIntergenic
Degs1	DistalIntergenic
Dennd1b	DistalIntergenic
Dennd3	DistalIntergenic
Derl1	DistalIntergenic
Dgkd	DistalIntergenic
Dgkg	DistalIntergenic
Dhrs2	DistalIntergenic
Dhrs4	DistalIntergenic
Dhrs7	DistalIntergenic
Dhrs7c	DistalIntergenic
Dhx40	DistalIntergenic
Dhx8	DistalIntergenic
Diaph3	DistalIntergenic
Dicer1	DistalIntergenic
Dio3	DistalIntergenic
Dio3os	DistalIntergenic
Dip2c	DistalIntergenic
Dipk1c	DistalIntergenic
Diras2	DistalIntergenic
Dleu2	DistalIntergenic
Dlg1	DistalIntergenic
Dlgap1	DistalIntergenic
Dlk1	DistalIntergenic
Dll1	DistalIntergenic
Dmrt2	DistalIntergenic
Dnah5	DistalIntergenic
Dnajb12	DistalIntergenic
Dnajb9	DistalIntergenic
Dnajc1	DistalIntergenic
Dnajc27	DistalIntergenic
Dner	DistalIntergenic
Dnmt3a	DistalIntergenic
Dnpep	DistalIntergenic
Dntt	DistalIntergenic
Dock10	DistalIntergenic
Dock2	DistalIntergenic
Dok6	DistalIntergenic
Dot1l	DistalIntergenic
Dph6	DistalIntergenic
Dpp10	DistalIntergenic
Dpt	DistalIntergenic
Dpys	DistalIntergenic
Drd1	DistalIntergenic
Drd3	DistalIntergenic
Dreh	DistalIntergenic
Drosha	DistalIntergenic
Dsc1	DistalIntergenic
Dsc3	DistalIntergenic
Dscam	DistalIntergenic
Dsel	DistalIntergenic
Dsg1c	DistalIntergenic
Dst	DistalIntergenic
Dtl	DistalIntergenic
Dtna	DistalIntergenic
Dtnb	DistalIntergenic
Dtnbp1	DistalIntergenic
Dtwd2	DistalIntergenic
Dusp10	DistalIntergenic
Dusp14	DistalIntergenic
Dusp19	DistalIntergenic
Dusp5	DistalIntergenic
Dusp6	DistalIntergenic
Dux	DistalIntergenic
Dynap	DistalIntergenic
Dyrk1a	DistalIntergenic
Dyrk2	DistalIntergenic
E030025P04Rik	DistalIntergenic
E030044B06Rik	DistalIntergenic
E130008D07Rik	DistalIntergenic
E130119H09Rik	DistalIntergenic
E2f3	DistalIntergenic
E2f6	DistalIntergenic
E330011O21Rik	DistalIntergenic
Ebag9	DistalIntergenic
Ebf2	DistalIntergenic
Eci2	DistalIntergenic
Edil3	DistalIntergenic
Edn1	DistalIntergenic
Eea1	DistalIntergenic
Eef2kmt	DistalIntergenic
Efcab5	DistalIntergenic
Efcab6	DistalIntergenic
Efcab9	DistalIntergenic
Efhb	DistalIntergenic
Efhc1	DistalIntergenic
Efhd1	DistalIntergenic
Efna5	DistalIntergenic
Efr3a	DistalIntergenic
Egfl7	DistalIntergenic
Egflam	DistalIntergenic
Egr1	DistalIntergenic
Egr2	DistalIntergenic
Eif3d	DistalIntergenic
Eif3h	DistalIntergenic
Eif4a2	DistalIntergenic
Elac2	DistalIntergenic
Elfn2	DistalIntergenic
Ell2	DistalIntergenic
Elmo1	DistalIntergenic
Elmsan1	DistalIntergenic
Elovl2	DistalIntergenic
Elovl7	DistalIntergenic
Emb	DistalIntergenic
Emc2	DistalIntergenic
Enah	DistalIntergenic
Enc1	DistalIntergenic
Endov	DistalIntergenic
Eno1b	DistalIntergenic
Enox1	DistalIntergenic
Enpp3	DistalIntergenic
Enpp7	DistalIntergenic
Entpd1	DistalIntergenic
Ep300	DistalIntergenic
Epb41l4a	DistalIntergenic
Epb41l4aos	DistalIntergenic
Epc1	DistalIntergenic
Epc2	DistalIntergenic
Epcam	DistalIntergenic
Epha3	DistalIntergenic
Epha4	DistalIntergenic
Epha6	DistalIntergenic
Epm2a	DistalIntergenic
Epsti1	DistalIntergenic
Erap1	DistalIntergenic
Erbb4	DistalIntergenic
Ercc3	DistalIntergenic
Ercc4	DistalIntergenic
Erg	DistalIntergenic
Erich6b	DistalIntergenic
Ermp1	DistalIntergenic
Esrrb	DistalIntergenic
Esrrg	DistalIntergenic
Etaa1	DistalIntergenic
Ets2	DistalIntergenic
Etv1	DistalIntergenic
Etv5	DistalIntergenic
Exoc2	DistalIntergenic
Exoc6	DistalIntergenic
Ext1	DistalIntergenic
Extl3	DistalIntergenic
Eya1	DistalIntergenic
Eya4	DistalIntergenic
Eyelinc18	DistalIntergenic
Ezr	DistalIntergenic
F2rl1	DistalIntergenic
F630040K05Rik	DistalIntergenic
F630206G17Rik	DistalIntergenic
F930015N05Rik	DistalIntergenic
Fads2	DistalIntergenic
Fam107b	DistalIntergenic
Fam110c	DistalIntergenic
Fam114a2	DistalIntergenic
Fam120aos	DistalIntergenic
Fam124b	DistalIntergenic
Fam135a	DistalIntergenic
Fam135b	DistalIntergenic
Fam13c	DistalIntergenic
Fam161a	DistalIntergenic
Fam170a	DistalIntergenic
Fam174a	DistalIntergenic
Fam181a	DistalIntergenic
Fam184a	DistalIntergenic
Fam189a2	DistalIntergenic
Fam20b	DistalIntergenic
Fam216b	DistalIntergenic
Fam240b	DistalIntergenic
Fam241b	DistalIntergenic
Fam43a	DistalIntergenic
Fam49a	DistalIntergenic
Fam50b	DistalIntergenic
Fam72a	DistalIntergenic
Fam78b	DistalIntergenic
Fam83a	DistalIntergenic
Fam91a1	DistalIntergenic
Fancl	DistalIntergenic
Fap	DistalIntergenic
Farp1	DistalIntergenic
Fasl	DistalIntergenic
Fau	DistalIntergenic
Fbn2	DistalIntergenic
Fbxl17	DistalIntergenic
Fbxl7	DistalIntergenic
Fbxo15	DistalIntergenic
Fbxo28	DistalIntergenic
Fbxo33	DistalIntergenic
Fbxo34	DistalIntergenic
Fbxo39	DistalIntergenic
Fbxw2	DistalIntergenic
Fcgr4	DistalIntergenic
Fcnb	DistalIntergenic
Fer	DistalIntergenic
Fez2	DistalIntergenic
Fezf2	DistalIntergenic
Fgf10	DistalIntergenic
Fgf9	DistalIntergenic
Fh1	DistalIntergenic
Fibcd1	DistalIntergenic
Fibin	DistalIntergenic
Fign	DistalIntergenic
Flrt2	DistalIntergenic
Flvcr1	DistalIntergenic
Fmn1	DistalIntergenic
Fmnl2	DistalIntergenic
Fmo9	DistalIntergenic
Fmod	DistalIntergenic
Fn3krp	DistalIntergenic
Fndc1	DistalIntergenic
Fndc3a	DistalIntergenic
Fos	DistalIntergenic
Foxa1	DistalIntergenic
Foxb2	DistalIntergenic
Foxc1	DistalIntergenic
Foxd1	DistalIntergenic
Foxg1	DistalIntergenic
Foxo3	DistalIntergenic
Foxq1	DistalIntergenic
Fra10ac1	DistalIntergenic
Frk	DistalIntergenic
Frmd4a	DistalIntergenic
Frmd6	DistalIntergenic
Frzb	DistalIntergenic
Fscb	DistalIntergenic
Fscn2	DistalIntergenic
Fshb	DistalIntergenic
Fstl1	DistalIntergenic
Fstl4	DistalIntergenic
Fut8	DistalIntergenic
Fyn	DistalIntergenic
Fzd8	DistalIntergenic
G2e3	DistalIntergenic
G630093K05Rik	DistalIntergenic
G6pc	DistalIntergenic
Gabpa	DistalIntergenic
Gabra6	DistalIntergenic
Gabrb2	DistalIntergenic
Gabrg2	DistalIntergenic
Gadd45b	DistalIntergenic
Gadd45g	DistalIntergenic
Galc	DistalIntergenic
Galnt1	DistalIntergenic
Galnt10	DistalIntergenic
Galnt13	DistalIntergenic
Galnt14	DistalIntergenic
Galnt15	DistalIntergenic
Galnt3	DistalIntergenic
Galnt5	DistalIntergenic
Galr1	DistalIntergenic
Gap43	DistalIntergenic
Garem1	DistalIntergenic
Gata3	DistalIntergenic
Gata6	DistalIntergenic
Gbe1	DistalIntergenic
Gcg	DistalIntergenic
Gch1	DistalIntergenic
Gcnt1	DistalIntergenic
Gcnt4	DistalIntergenic
Gda	DistalIntergenic
Gdf10	DistalIntergenic
Gdnf	DistalIntergenic
Ggta1	DistalIntergenic
Gh	DistalIntergenic
Ghdc	DistalIntergenic
Ghitm	DistalIntergenic
Ghr	DistalIntergenic
Gli2	DistalIntergenic
Gli3	DistalIntergenic
Glis2	DistalIntergenic
Glis3	DistalIntergenic
Glrp1	DistalIntergenic
Glrx	DistalIntergenic
Gls	DistalIntergenic
Glul	DistalIntergenic
Gm10364	DistalIntergenic
Gm10432	DistalIntergenic
Gm10549	DistalIntergenic
Gm10556	DistalIntergenic
Gm10782	DistalIntergenic
Gm10790	DistalIntergenic
Gm10845	DistalIntergenic
Gm11351	DistalIntergenic
Gm11426	DistalIntergenic
Gm11729	DistalIntergenic
Gm11733	DistalIntergenic
Gm11981	DistalIntergenic
Gm12018	DistalIntergenic
Gm12108	DistalIntergenic
Gm12128	DistalIntergenic
Gm12130	DistalIntergenic
Gm12159	DistalIntergenic
Gm12295	DistalIntergenic
Gm13363	DistalIntergenic
Gm13375	DistalIntergenic
Gm13490	DistalIntergenic
Gm13498	DistalIntergenic
Gm13544	DistalIntergenic
Gm13749	DistalIntergenic
Gm13807	DistalIntergenic
Gm13944	DistalIntergenic
Gm14015	DistalIntergenic
Gm14461	DistalIntergenic
Gm14486	DistalIntergenic
Gm15326	DistalIntergenic
Gm15663	DistalIntergenic
Gm1587	DistalIntergenic
Gm16070	DistalIntergenic
Gm16294	DistalIntergenic
Gm16497	DistalIntergenic
Gm16582	DistalIntergenic
Gm17026	DistalIntergenic
Gm17644	DistalIntergenic
Gm17746	DistalIntergenic
Gm17751	DistalIntergenic
Gm17830	DistalIntergenic
Gm18409	DistalIntergenic
Gm19276	DistalIntergenic
Gm19277	DistalIntergenic
Gm19303	DistalIntergenic
Gm19510	DistalIntergenic
Gm19585	DistalIntergenic
Gm1968	DistalIntergenic
Gm19689	DistalIntergenic
Gm19705	DistalIntergenic
Gm19782	DistalIntergenic
Gm19990	DistalIntergenic
Gm20063	DistalIntergenic
Gm20110	DistalIntergenic
Gm20125	DistalIntergenic
Gm20139	DistalIntergenic
Gm20187	DistalIntergenic
Gm20257	DistalIntergenic
Gm20268	DistalIntergenic
Gm20319	DistalIntergenic
Gm20554	DistalIntergenic
Gm20597	DistalIntergenic
Gm20740	DistalIntergenic
Gm20757	DistalIntergenic
Gm20758	DistalIntergenic
Gm20765	DistalIntergenic
Gm26579	DistalIntergenic
Gm266	DistalIntergenic
Gm26685	DistalIntergenic
Gm26688	DistalIntergenic
Gm28590	DistalIntergenic
Gm28881	DistalIntergenic
Gm29461	DistalIntergenic
Gm29536	DistalIntergenic
Gm29678	DistalIntergenic
Gm29684	DistalIntergenic
Gm29685	DistalIntergenic
Gm29686	DistalIntergenic
Gm29687	DistalIntergenic
Gm29968	DistalIntergenic
Gm30214	DistalIntergenic
Gm30539	DistalIntergenic
Gm30726	DistalIntergenic
Gm30853	DistalIntergenic
Gm31333	DistalIntergenic
Gm31508	DistalIntergenic
Gm31592	DistalIntergenic
Gm31763	DistalIntergenic
Gm32123	DistalIntergenic
Gm32141	DistalIntergenic
Gm32200	DistalIntergenic
Gm32455	DistalIntergenic
Gm32461	DistalIntergenic
Gm33035	DistalIntergenic
Gm33104	DistalIntergenic
Gm33301	DistalIntergenic
Gm33337	DistalIntergenic
Gm33340	DistalIntergenic
Gm33677	DistalIntergenic
Gm33948	DistalIntergenic
Gm34068	DistalIntergenic
Gm34184	DistalIntergenic
Gm35135	DistalIntergenic
Gm35206	DistalIntergenic
Gm35496	DistalIntergenic
Gm35722	DistalIntergenic
Gm35725	DistalIntergenic
Gm36173	DistalIntergenic
Gm36229	DistalIntergenic
Gm36480	DistalIntergenic
Gm36595	DistalIntergenic
Gm36742	DistalIntergenic
Gm3772	DistalIntergenic
Gm38397	DistalIntergenic
Gm38403	DistalIntergenic
Gm38407	DistalIntergenic
Gm38410	DistalIntergenic
Gm41341	DistalIntergenic
Gm4251	DistalIntergenic
Gm4285	DistalIntergenic
Gm4301	DistalIntergenic
Gm4489	DistalIntergenic
Gm4710	DistalIntergenic
Gm4719	DistalIntergenic
Gm4737	DistalIntergenic
Gm4792	DistalIntergenic
Gm4814	DistalIntergenic
Gm4832	DistalIntergenic
Gm4847	DistalIntergenic
Gm4925	DistalIntergenic
Gm4951	DistalIntergenic
Gm5083	DistalIntergenic
Gm5084	DistalIntergenic
Gm5086	DistalIntergenic
Gm525	DistalIntergenic
Gm527	DistalIntergenic
Gm536	DistalIntergenic
Gm5415	DistalIntergenic
Gm5420	DistalIntergenic
Gm5441	DistalIntergenic
Gm5458	DistalIntergenic
Gm5468	DistalIntergenic
Gm5523	DistalIntergenic
Gm5524	DistalIntergenic
Gm5532	DistalIntergenic
Gm5800	DistalIntergenic
Gm6416	DistalIntergenic
Gm6498	DistalIntergenic
Gm7102	DistalIntergenic
Gm7160	DistalIntergenic
Gm7550	DistalIntergenic
Gm7788	DistalIntergenic
Gm815	DistalIntergenic
Gm8633	DistalIntergenic
Gm8709	DistalIntergenic
Gm8883	DistalIntergenic
Gm9530	DistalIntergenic
Gm9776	DistalIntergenic
Gmds	DistalIntergenic
Gmpr	DistalIntergenic
Gnal	DistalIntergenic
Gnaq	DistalIntergenic
Gnaz	DistalIntergenic
Gnb1l	DistalIntergenic
Gng2	DistalIntergenic
Gng5-ps	DistalIntergenic
Gnpda1	DistalIntergenic
Golga5	DistalIntergenic
Gopc	DistalIntergenic
Gorasp2	DistalIntergenic
Gpam	DistalIntergenic
Gpbp1	DistalIntergenic
Gpc6	DistalIntergenic
Gpd2	DistalIntergenic
Gphb5	DistalIntergenic
Gphn	DistalIntergenic
Gpihbp1	DistalIntergenic
Gpr135	DistalIntergenic
Gpr141b	DistalIntergenic
Gpr151	DistalIntergenic
Gpr158	DistalIntergenic
Gpr37l1	DistalIntergenic
Gpr55	DistalIntergenic
Gpr6	DistalIntergenic
Gpr65	DistalIntergenic
Gprin1	DistalIntergenic
Gprin2	DistalIntergenic
Gpx5	DistalIntergenic
Gramd3	DistalIntergenic
Grap	DistalIntergenic
Grb10	DistalIntergenic
Grb14	DistalIntergenic
Grb2	DistalIntergenic
Grb7	DistalIntergenic
Grem1	DistalIntergenic
Grem2	DistalIntergenic
Grhl2	DistalIntergenic
Gria1	DistalIntergenic
Grik2	DistalIntergenic
Grin2a	DistalIntergenic
Grm1	DistalIntergenic
Grp	DistalIntergenic
Gsc	DistalIntergenic
Gsdma	DistalIntergenic
Gsdmd	DistalIntergenic
Gsk3b	DistalIntergenic
Gstp2	DistalIntergenic
Gtdc1	DistalIntergenic
Gtf2e1	DistalIntergenic
Gtf2f2	DistalIntergenic
Gtpbp8	DistalIntergenic
Gucy2e	DistalIntergenic
Gxylt1	DistalIntergenic
Gykl1	DistalIntergenic
Gypc	DistalIntergenic
Gzmk	DistalIntergenic
H2afy2	DistalIntergenic
H2al2a	DistalIntergenic
H60c	DistalIntergenic
Habp2	DistalIntergenic
Hacl1	DistalIntergenic
Has1	DistalIntergenic
Haus4	DistalIntergenic
Havcr2	DistalIntergenic
Hbs1l	DistalIntergenic
Hc	DistalIntergenic
Hdac2	DistalIntergenic
Hdac4	DistalIntergenic
Heatr5a	DistalIntergenic
Heca	DistalIntergenic
Hectd2	DistalIntergenic
Hells	DistalIntergenic
Herc4	DistalIntergenic
Hes1	DistalIntergenic
Hhat	DistalIntergenic
Hif1a	DistalIntergenic
Hif1an	DistalIntergenic
Hist1h2al	DistalIntergenic
Hivep1	DistalIntergenic
Hivep2	DistalIntergenic
Hlf	DistalIntergenic
Hmga2	DistalIntergenic
Hmgcr	DistalIntergenic
Hnrnpa3	DistalIntergenic
Hnrnpll	DistalIntergenic
Hnrnpu	DistalIntergenic
Homer1	DistalIntergenic
Hoxb1	DistalIntergenic
Hpcal1	DistalIntergenic
Hrh2	DistalIntergenic
Hrh4	DistalIntergenic
Hs1bp3	DistalIntergenic
Hs3st3a1	DistalIntergenic
Hs3st3b1	DistalIntergenic
Hs3st5	DistalIntergenic
Hs3st6	DistalIntergenic
Hs6st1	DistalIntergenic
Hsd17b3	DistalIntergenic
Hsfy2	DistalIntergenic
Hspa13	DistalIntergenic
Hspa4	DistalIntergenic
Hspa9	DistalIntergenic
Htr1a	DistalIntergenic
Htr2a	DistalIntergenic
Htr4	DistalIntergenic
Hunk	DistalIntergenic
Ice1	DistalIntergenic
Icos	DistalIntergenic
Icosl	DistalIntergenic
Id2	DistalIntergenic
Ier5l	DistalIntergenic
Ifng	DistalIntergenic
Ifngas1	DistalIntergenic
Ifngr1	DistalIntergenic
Ifngr2	DistalIntergenic
Ifrd1	DistalIntergenic
Ift57	DistalIntergenic
Igf1	DistalIntergenic
Igfbp1	DistalIntergenic
Igfbp2	DistalIntergenic
Igfbp3	DistalIntergenic
Igfn1	DistalIntergenic
Ikzf2	DistalIntergenic
Il12b	DistalIntergenic
Il1r1	DistalIntergenic
Il1r2	DistalIntergenic
Il33	DistalIntergenic
Il9r	DistalIntergenic
Iltifb	DistalIntergenic
Inava	DistalIntergenic
Inf2	DistalIntergenic
Inhbb	DistalIntergenic
Ino80d	DistalIntergenic
Inpp5d	DistalIntergenic
Ins1	DistalIntergenic
Insig2	DistalIntergenic
Ipmk	DistalIntergenic
Ipo11	DistalIntergenic
Ipo5	DistalIntergenic
Iqca	DistalIntergenic
Iqgap2	DistalIntergenic
Irf2bpl	DistalIntergenic
Irf4	DistalIntergenic
Irs1	DistalIntergenic
Irx1	DistalIntergenic
Irx4	DistalIntergenic
Isl1	DistalIntergenic
Itga1	DistalIntergenic
Itga4	DistalIntergenic
Itga8	DistalIntergenic
Itih5	DistalIntergenic
Itm2c	DistalIntergenic
Iyd	DistalIntergenic
Jcad	DistalIntergenic
Jdp2	DistalIntergenic
Jmy	DistalIntergenic
Jph4	DistalIntergenic
Kank1	DistalIntergenic
Kcna4	DistalIntergenic
Kcnb2	DistalIntergenic
Kcnc2	DistalIntergenic
Kcne2	DistalIntergenic
Kcne4	DistalIntergenic
Kcnf1	DistalIntergenic
Kcng2	DistalIntergenic
Kcnh5	DistalIntergenic
Kcnh7	DistalIntergenic
Kcnj15	DistalIntergenic
Kcnj16	DistalIntergenic
Kcnj2	DistalIntergenic
Kcnj3	DistalIntergenic
Kcnj6	DistalIntergenic
Kcnk10	DistalIntergenic
Kcnk12	DistalIntergenic
Kcnk2	DistalIntergenic
Kcnk9	DistalIntergenic
Kcnma1	DistalIntergenic
Kcnmb4os1	DistalIntergenic
Kcnn2	DistalIntergenic
Kcnq3	DistalIntergenic
Kcns2	DistalIntergenic
Kcnv1	DistalIntergenic
Kcnv2	DistalIntergenic
Kctd1	DistalIntergenic
Kctd16	DistalIntergenic
Kctd20	DistalIntergenic
Kctd3	DistalIntergenic
Kctd6	DistalIntergenic
Kdm6b	DistalIntergenic
Kif13a	DistalIntergenic
Kif13b	DistalIntergenic
Kif20b	DistalIntergenic
Kif21a	DistalIntergenic
Kif26a	DistalIntergenic
Kif2b	DistalIntergenic
Kif5c	DistalIntergenic
Kif6	DistalIntergenic
Kiss1	DistalIntergenic
Klf12	DistalIntergenic
Klf5	DistalIntergenic
Klf6	DistalIntergenic
Klf7	DistalIntergenic
Klf9	DistalIntergenic
Klhdc8a	DistalIntergenic
Klhl1	DistalIntergenic
Klhl14	DistalIntergenic
Klhl23	DistalIntergenic
Klhl38	DistalIntergenic
Kmt5b	DistalIntergenic
Krt10	DistalIntergenic
Krt23	DistalIntergenic
Krt9	DistalIntergenic
Krtap11-1	DistalIntergenic
Krtap16-3	DistalIntergenic
Krtap20-2	DistalIntergenic
Krtap28-13	DistalIntergenic
Krtap7-1	DistalIntergenic
Ksr1	DistalIntergenic
Kynu	DistalIntergenic
Lacc1	DistalIntergenic
Laptm4b	DistalIntergenic
Larp4b	DistalIntergenic
Lbh	DistalIntergenic
Lclat1	DistalIntergenic
Lcor	DistalIntergenic
Ldhal6b	DistalIntergenic
Lemd1	DistalIntergenic
Lemd2	DistalIntergenic
Lgalsl	DistalIntergenic
Lgi1	DistalIntergenic
Lgr5	DistalIntergenic
Lhcgr	DistalIntergenic
Lhx2	DistalIntergenic
Lifr	DistalIntergenic
Lilrb4a	DistalIntergenic
Lin7c	DistalIntergenic
Lipg	DistalIntergenic
Lipi	DistalIntergenic
Lipn	DistalIntergenic
Llph	DistalIntergenic
Lman2l	DistalIntergenic
Lmbrd1	DistalIntergenic
Lmnb1	DistalIntergenic
Lmo2	DistalIntergenic
Lmo7	DistalIntergenic
Lncenc1	DistalIntergenic
Lncppara	DistalIntergenic
Lnpk	DistalIntergenic
Lonrf2	DistalIntergenic
Loxl4	DistalIntergenic
Lpgat1	DistalIntergenic
Lpin1	DistalIntergenic
Lratd1	DistalIntergenic
Lrch1	DistalIntergenic
Lrfn2	DistalIntergenic
Lrig3	DistalIntergenic
Lrp1b	DistalIntergenic
Lrpprc	DistalIntergenic
Lrrc10	DistalIntergenic
Lrrc3b	DistalIntergenic
Lrrc4c	DistalIntergenic
Lrrc52	DistalIntergenic
Lrrc55	DistalIntergenic
Lrrc74a	DistalIntergenic
Lrrn2	DistalIntergenic
Lsamp	DistalIntergenic
Ltbp1	DistalIntergenic
Ly6c2	DistalIntergenic
Ly6i	DistalIntergenic
Ly6l	DistalIntergenic
Ly86	DistalIntergenic
Lypd6	DistalIntergenic
Lyplal1	DistalIntergenic
Lyrm7os	DistalIntergenic
Lyrm9	DistalIntergenic
Lyst	DistalIntergenic
Macc1	DistalIntergenic
Magef1	DistalIntergenic
Mal2	DistalIntergenic
Malat1	DistalIntergenic
Malt1	DistalIntergenic
Mamdc2	DistalIntergenic
Man1a	DistalIntergenic
Map1b	DistalIntergenic
Map2	DistalIntergenic
Map2k3	DistalIntergenic
Map2k4	DistalIntergenic
Map2k6	DistalIntergenic
Map3k1	DistalIntergenic
Map3k7cl	DistalIntergenic
Map3k9	DistalIntergenic
Map4k3	DistalIntergenic
Map4k4	DistalIntergenic
Mapk1	DistalIntergenic
Mapk4	DistalIntergenic
Mapkapk2	DistalIntergenic
Mapt	DistalIntergenic
March10	DistalIntergenic
March2	DistalIntergenic
March3	DistalIntergenic
March6	DistalIntergenic
Marcks	DistalIntergenic
Marco	DistalIntergenic
Mast4	DistalIntergenic
Mat2b	DistalIntergenic
Matn2	DistalIntergenic
Max	DistalIntergenic
Mbd2	DistalIntergenic
Mboat1	DistalIntergenic
Mc2r	DistalIntergenic
Mc4r	DistalIntergenic
Mc5r	DistalIntergenic
Mcfd2	DistalIntergenic
Mcidas	DistalIntergenic
Mcrs1	DistalIntergenic
Mctp1	DistalIntergenic
Mcur1	DistalIntergenic
Mdga1	DistalIntergenic
Mdga2	DistalIntergenic
Mdh1	DistalIntergenic
Mdk	DistalIntergenic
Mdm1	DistalIntergenic
Mdm2	DistalIntergenic
Me2	DistalIntergenic
Med10	DistalIntergenic
Med13	DistalIntergenic
Med27	DistalIntergenic
Med30	DistalIntergenic
Med7	DistalIntergenic
Mef2c	DistalIntergenic
Meis1	DistalIntergenic
Meis2	DistalIntergenic
Meox1	DistalIntergenic
Mettl15	DistalIntergenic
Mettl21a	DistalIntergenic
Mettl4	DistalIntergenic
Mettl8	DistalIntergenic
Mex3c	DistalIntergenic
Mfap3	DistalIntergenic
Mfsd4a	DistalIntergenic
Mfsd6l	DistalIntergenic
Mgat3	DistalIntergenic
Mgat4a	DistalIntergenic
Mgat4c	DistalIntergenic
Mgat5	DistalIntergenic
Mgat5b	DistalIntergenic
Micu1	DistalIntergenic
Micu2	DistalIntergenic
Mif	DistalIntergenic
Mindy3	DistalIntergenic
Mir101b	DistalIntergenic
Mir107	DistalIntergenic
Mir122	DistalIntergenic
Mir124a-1hg	DistalIntergenic
Mir125b-2	DistalIntergenic
Mir145b	DistalIntergenic
Mir146	DistalIntergenic
Mir155hg	DistalIntergenic
Mir17	DistalIntergenic
Mir181a-1	DistalIntergenic
Mir187	DistalIntergenic
Mir1928	DistalIntergenic
Mir1929	DistalIntergenic
Mir1949	DistalIntergenic
Mir195b	DistalIntergenic
Mir1971	DistalIntergenic
Mir205	DistalIntergenic
Mir3068	DistalIntergenic
Mir3078	DistalIntergenic
Mir3086	DistalIntergenic
Mir3089	DistalIntergenic
Mir30d	DistalIntergenic
Mir3473c	DistalIntergenic
Mir3473f	DistalIntergenic
Mir378d	DistalIntergenic
Mir3961	DistalIntergenic
Mir3964	DistalIntergenic
Mir3966	DistalIntergenic
Mir3970	DistalIntergenic
Mir466f-4	DistalIntergenic
Mir5099	DistalIntergenic
Mir5103	DistalIntergenic
Mir5118	DistalIntergenic
Mir5119	DistalIntergenic
Mir5124b	DistalIntergenic
Mir5127	DistalIntergenic
Mir5130	DistalIntergenic
Mir5623	DistalIntergenic
Mir6239	DistalIntergenic
Mir6337	DistalIntergenic
Mir6341	DistalIntergenic
Mir6342	DistalIntergenic
Mir6343	DistalIntergenic
Mir6344	DistalIntergenic
Mir6346	DistalIntergenic
Mir6348	DistalIntergenic
Mir6349	DistalIntergenic
Mir6350	DistalIntergenic
Mir6354	DistalIntergenic
Mir6355	DistalIntergenic
Mir6356	DistalIntergenic
Mir6358	DistalIntergenic
Mir6363	DistalIntergenic
Mir6366	DistalIntergenic
Mir6367	DistalIntergenic
Mir6387	DistalIntergenic
Mir6390	DistalIntergenic
Mir6393	DistalIntergenic
Mir6408	DistalIntergenic
Mir6409	DistalIntergenic
Mir6411	DistalIntergenic
Mir6516	DistalIntergenic
Mir669h	DistalIntergenic
Mir670	DistalIntergenic
Mir680-3	DistalIntergenic
Mir682	DistalIntergenic
Mir6899	DistalIntergenic
Mir6951	DistalIntergenic
Mir6985	DistalIntergenic
Mir7221	DistalIntergenic
Mir7224	DistalIntergenic
Mir759	DistalIntergenic
Mir8099-1	DistalIntergenic
Mir8105	DistalIntergenic
Mir874	DistalIntergenic
Mirg	DistalIntergenic
Mirt1	DistalIntergenic
Mis18a	DistalIntergenic
Mlph	DistalIntergenic
Mmd	DistalIntergenic
Mmgt2	DistalIntergenic
Mmut	DistalIntergenic
Mnd1-ps	DistalIntergenic
Mogat1	DistalIntergenic
Mospd4	DistalIntergenic
Moxd1	DistalIntergenic
Mpp7	DistalIntergenic
Mppe1	DistalIntergenic
Mpped1	DistalIntergenic
Mpv17l	DistalIntergenic
Mpzl1	DistalIntergenic
Mreg	DistalIntergenic
Mroh5	DistalIntergenic
Mroh9	DistalIntergenic
Mrpl42	DistalIntergenic
Mrps23	DistalIntergenic
Mrps30	DistalIntergenic
Mrps6	DistalIntergenic
Mrps9	DistalIntergenic
Mrtfb	DistalIntergenic
Msc	DistalIntergenic
Msh3	DistalIntergenic
Msl1	DistalIntergenic
Msl3l2	DistalIntergenic
Msra	DistalIntergenic
Msrb3	DistalIntergenic
Mtcl1	DistalIntergenic
Mtdh	DistalIntergenic
Mtfr2	DistalIntergenic
Mtmr12	DistalIntergenic
Mtpap	DistalIntergenic
Mtss1	DistalIntergenic
Mtx2	DistalIntergenic
Mtx3	DistalIntergenic
Muc19	DistalIntergenic
Mvb12b	DistalIntergenic
Mxi1	DistalIntergenic
Myc	DistalIntergenic
Mycbp2	DistalIntergenic
Mycn	DistalIntergenic
Myh10	DistalIntergenic
Myh13	DistalIntergenic
Myh15	DistalIntergenic
Mylip	DistalIntergenic
Myo18a	DistalIntergenic
Myo3a	DistalIntergenic
Myof	DistalIntergenic
